Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Argentina,ARG,4.5942997932,4.1,4.39,4.59,4.78,4.84,4.96,4.95,4.99,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Bahamas,BHS,4,3.5,2.9,2.86,2.85,2.76,2.83,..,2.96,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Barbados,BRB,8.3999996185,..,..,6.34,6.34,5.93,5.9,5.89,5.97,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Belice,BLZ,2.7000000477,1.9,1.09,1.08,0.89,1.27,..,1.22,1.04,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Bolivia,BOL,1.317800045,..,1.07,1.1,1.12,1.15,1.13,1.27,1.29,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Brasil,BRA,3.3452999592,2.82,2.31,2.27,2.25,2.22,2.15,2.11,2.09,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Chile,CHL,3.1586000919,2.72,2.22,2.17,2.17,2.12,2.14,2.12,2.11,2.06,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Colombia,COL,1.3667000532,..,1.45,1.48,1.54,1.59,1.61,1.68,1.7,1.71,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Costa Rica,CRI,2.5,1.65,1.23,1.2,1.18,1.17,1.16,1.15,1.14,1.11,1.1,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Cuba,CUB,5.4211997986,..,5.08,5.04,5.05,5.16,5.24,5.32,5.33,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Dominica,DMA,3,3.8,3.8,3.8,..,..,..,..,..,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Ecuador,ECU,1.6440999508,..,1.62,1.5,1.51,1.55,1.57,1.39,..,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,El Salvador,SLV,1.4710999727,..,1.03,1.07,1.07,1.35,1.02,1.06,1.2,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Granada,GRD,8,6.2,3.6,3.58,3.81,3.8,3.78,3.58,3.57,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Guatemala,GTM,1.1000000238,..,0.66,0.61,..,0.62,0.58,0.26,0.44,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Guyana,GUY,..,..,..,..,..,1.72,..,1.71,..,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Haití,HTI,0.7555999756,0.7,..,..,0.71,..,..,..,..,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Honduras,HND,1.0067000389,..,0.62,0.62,0.65,0.63,0.66,0.64,0.64,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Isla de San Martín (parte francesa),MAF,..,..,..,..,..,..,..,..,..,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Islas Caimán,CYM,3,..,..,..,..,..,..,..,..,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Islas Turcas y Caicos,TCA,..,..,..,..,..,..,..,..,..,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Islas Vírgenes (EE.UU.),VIR,4.8000001907,..,..,..,..,..,..,..,..,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Islas Vírgenes Británicas,VGB,..,..,..,..,..,..,..,..,..,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Jamaica,JAM,2.2000000477,..,..,1.67,1.66,..,1.69,1.78,1.72,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,México,MEX,1,1.05,1.04,1.03,1.03,1.03,1,1,0.99,0.98,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Nicaragua,NIC,1.8213000298,..,1.14,0.96,0.95,0.93,0.93,0.93,0.93,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Panamá,PAN,2.5,..,2.27,2.33,2.3,2.24,2.29,2.25,..,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Paraguay,PRY,0.9322000146,..,1.36,..,..,0.83,0.78,0.83,..,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Perú,PER,1.4132000208,..,1.53,1.52,1.51,1.56,1.55,1.59,1.59,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,República Dominicana,DOM,1.8812999725,..,1.74,1.74,1.79,1.79,1.58,1.44,1.56,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Saint Kitts y Nevis,KNA,9.1999998093,..,4.8,2.3,..,..,..,..,..,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,San Vicente y las Granadinas,VCT,4.6999998093,..,2.52,2.41,2.41,2.4,4.33,4.32,..,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Santa Lucía,LCA,4,2.3,1.46,..,1.2,..,1.41,..,1.3,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Suriname,SUR,5.6999998093,3.9,..,..,..,..,3.05,..,3,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Trinidad y Tobago,TTO,4,3.3,..,2.72,2.7,2.99,3.01,3.03,3.02,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Uruguay,URY,4.522600174,..,2.98,2.5,2.49,2.42,2.43,2.48,2.43,..,..,..
Camas hospitalarias (por cada 1.000 personas),SH.MED.BEDS.ZS,Venezuela,VEN,2.6779000759,..,0.93,..,..,0.78,0.73,0.86,0.87,..,..,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from Database: Indicadores del desarrollo mundial,,,,,,,,,,,,,,,
Last Updated: 02/17/2021,,,,,,,,,,,,,,,
